,id,user_id,start_timestamp,end_timestamp,start_state,diagnoses,diagnosis_certainty,action,next_state,video_loaded_time,video_stop_time,dx_selected_time,dx_confirmed_time,ax_selected_time,browser_refreshed,corrupted_dx_suggestions,corrupted_ax_suggestions,dx_suggestions,ax_suggestions,action_idx,last_login,is_superuser,username,is_staff,is_active,study_condition,start_condition,scenario_completed,date_started,date_finished,study_management,rng_state,age_group,gender,robot_experience,date_demographics_completed,supposed_to_grab_bowl,supposed_to_go_to_couch,will_view_in_first_person,supposed_to_select_only_one_error,actions_involve_invisible_arm_motion,number_incorrect_knowledge_reviews,number_state_requests,could_identify_problems,not_sure_how_to_help,information_was_enough,actions_were_not_enough,sus_like_to_use_frequently,sus_unnecessarily_complex,sus_easy_to_use,sus_technical,sus_well_integrated,sus_inconsistency,sus_most_people_can_learn,sus_awkward,sus_confident,sus_learn_a_lot,comments,date_survey_completed,ignore_data_reason,groups,user_permissions,num_actions,noise_level,has_noise,has_dx,has_ax,has_dxax,has_ax_only,has_dx_only,has_suggestions,suggestion_type,num_optimal,num_actions_diff,frac_actions_diff,duration,dx_decision_duration,ax_decision_duration,decision_duration,frac_dx_decision_duration,frac_ax_decision_duration,chose_dx,chose_ax,optimal_dx,optimal_ax,lost_selected,cannot_move_selected,base_collision_selected,path_blocked_selected,cannot_pick_selected,cannot_see_selected,different_location_selected,object_fell_selected,battery_low_selected,video_problem_selected,none_selected,failed_to_place,gripper_empty,mislocalized,mug_visible,mug_graspable,bowl_visible,bowl_graspable,jug_visible,jug_graspable,arm_motion,robot_location,state_idx
1126,1137,388,2020-02-19 23:34:46.265662+00:00,2020-02-19 23:35:56.999010+00:00,"('kc', 'kc', 'occluding', 'default', 'default', 'empty', 'dt')",The cup is not visible,5,pick_jug,"('kc', 'kc', 'gripper', 'default', 'default', 'jug', 'dt')",2020-02-19 23:34:54.287000+00:00,2020-02-19 23:34:56.264000+00:00,2020-02-19 23:35:21.234000+00:00,2020-02-19 23:35:29.831000+00:00,2020-02-19 23:35:56.485000+00:00,False,False,False,"The cup is not visible, The cup cannot be picked up, The object fell out of the robot's hand","Pick up the Jug, Update robot's location belief to: Couch, Pick up the Bowl",0,2020-02-19 23:30:25.617000+00:00,False,kvvm4f6t9y,False,True,7,kc.kc.occluding.default.default.empty.dt,True,2020-02-19 23:34:47.196000+00:00,2020-02-19 23:41:15.118000+00:00,5,72302,5,F,1,2020-02-19 23:30:44.532000+00:00,False,True,True,False,True,0,6,1,2,3,1,3,0,4,1,3,0,4,0,3,1,,2020-02-19 23:42:09.837000+00:00,,[],[],6,1.0,True,True,True,True,False,False,True,DXAX,4,2,0.125,70.733348,24.97,26.654,60.221,0.41463941150097144,0.44260307866026805,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,,True,False,False,False,True,True,True,True,True,kc,171
1127,1136,388,2020-02-19 23:35:56.999010+00:00,2020-02-19 23:37:21.040179+00:00,"('kc', 'kc', 'gripper', 'default', 'default', 'jug', 'dt')",There is no problem,2,pick_mug,"('kc', 'kc', 'gripper', 'default', 'default', 'jug', 'dt')",2020-02-19 23:36:03.634000+00:00,2020-02-19 23:36:32.897000+00:00,2020-02-19 23:37:11.284000+00:00,2020-02-19 23:37:14.478000+00:00,2020-02-19 23:37:20.064000+00:00,False,True,True,"The cup is not visible, The robot is lost, The robot's path is blocked","Update robot's location belief to:  Dining Table, Update robot's location belief to:  Kitchen Counter, Restart the camera",1,2020-02-19 23:30:25.617000+00:00,False,kvvm4f6t9y,False,True,7,kc.kc.occluding.default.default.empty.dt,True,2020-02-19 23:34:47.196000+00:00,2020-02-19 23:41:15.118000+00:00,5,72302,5,F,1,2020-02-19 23:30:44.532000+00:00,False,True,True,False,True,0,6,1,2,3,1,3,0,4,1,3,0,4,0,3,1,,2020-02-19 23:42:09.837000+00:00,,[],[],6,1.0,True,True,True,True,False,False,True,DXAX,4,2,0.125,84.041169,38.387,5.586,47.167,0.8138529056331757,0.11843025844340323,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,kc,101
1128,1135,388,2020-02-19 23:37:21.040179+00:00,2020-02-19 23:37:59.263462+00:00,"('kc', 'kc', 'gripper', 'default', 'default', 'jug', 'dt')",The cup cannot be picked up,1,at_kc,"('kc', 'kc', 'gripper', 'default', 'default', 'jug', 'dt')",2020-02-19 23:37:24.729000+00:00,2020-02-19 23:37:27.197000+00:00,2020-02-19 23:37:52.433000+00:00,2020-02-19 23:37:55.777000+00:00,2020-02-19 23:37:59.557000+00:00,False,False,False,"There is no problem, There is a problem with the camera, The battery is low","Put away held object, Update robot's location belief to:  Kitchen Counter, Update robot's location belief to: Couch",2,2020-02-19 23:30:25.617000+00:00,False,kvvm4f6t9y,False,True,7,kc.kc.occluding.default.default.empty.dt,True,2020-02-19 23:34:47.196000+00:00,2020-02-19 23:41:15.118000+00:00,5,72302,5,F,1,2020-02-19 23:30:44.532000+00:00,False,True,True,False,True,0,6,1,2,3,1,3,0,4,1,3,0,4,0,3,1,,2020-02-19 23:42:09.837000+00:00,,[],[],6,1.0,True,True,True,True,False,False,True,DXAX,4,2,0.125,38.223283,25.236,3.78,32.36,0.7798516687268233,0.11681087762669963,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,kc,101
1129,1134,388,2020-02-19 23:37:59.263462+00:00,2020-02-19 23:38:32.433527+00:00,"('kc', 'kc', 'gripper', 'default', 'default', 'jug', 'dt')",There is no problem,2,place,"('kc', 'kc', 'gripper', 'default', 'default', 'empty', 'dt')",2020-02-19 23:38:01.356000+00:00,2020-02-19 23:38:03.829000+00:00,2020-02-19 23:38:24.327000+00:00,2020-02-19 23:38:27.093000+00:00,2020-02-19 23:38:32.649000+00:00,False,False,False,"There is no problem, The battery is low, The object fell out of the robot's hand","Put away held object, Update robot's location belief to: Couch, Update robot's location belief to:  Kitchen Counter",3,2020-02-19 23:30:25.617000+00:00,False,kvvm4f6t9y,False,True,7,kc.kc.occluding.default.default.empty.dt,True,2020-02-19 23:34:47.196000+00:00,2020-02-19 23:41:15.118000+00:00,5,72302,5,F,1,2020-02-19 23:30:44.532000+00:00,False,True,True,False,True,0,6,1,2,3,1,3,0,4,1,3,0,4,0,3,1,,2020-02-19 23:42:09.837000+00:00,,[],[],6,1.0,True,True,True,True,False,False,True,DXAX,4,2,0.125,33.170065,20.498,5.556,28.82,0.7112421929215823,0.19278278972935461,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,kc,101
1130,1133,388,2020-02-19 23:38:32.433527+00:00,2020-02-19 23:39:51.483799+00:00,"('kc', 'kc', 'gripper', 'default', 'default', 'empty', 'dt')",There is no problem,2,pick_mug,"('kc', 'kc', 'gripper', 'default', 'gripper', 'mug', 'dt')",2020-02-19 23:38:38.366000+00:00,2020-02-19 23:39:17.447000+00:00,2020-02-19 23:39:35.898000+00:00,2020-02-19 23:39:38.508000+00:00,2020-02-19 23:39:50.446000+00:00,False,False,False,"There is no problem, The cup is not visible, The cup is not where it should be","Pick up the Cup, Look at Couch, Navigate to Couch",4,2020-02-19 23:30:25.617000+00:00,False,kvvm4f6t9y,False,True,7,kc.kc.occluding.default.default.empty.dt,True,2020-02-19 23:34:47.196000+00:00,2020-02-19 23:41:15.118000+00:00,5,72302,5,F,1,2020-02-19 23:30:44.532000+00:00,False,True,True,False,True,0,6,1,2,3,1,3,0,4,1,3,0,4,0,3,1,,2020-02-19 23:42:09.837000+00:00,,[],[],6,1.0,True,True,True,True,False,False,True,DXAX,4,2,0.125,79.050272,18.451,11.938,32.999,0.5591381557016879,0.3617685384405588,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,,True,False,True,True,True,True,False,False,True,kc,45
1131,1132,388,2020-02-19 23:39:51.483799+00:00,2020-02-19 23:40:43.688102+00:00,"('kc', 'kc', 'gripper', 'default', 'gripper', 'mug', 'dt')",There is no problem,2,go_to_c,"('c', 'kc', 'gripper', 'default', 'gripper', 'mug', 'dt')",2020-02-19 23:39:56.760000+00:00,2020-02-19 23:40:16.496000+00:00,2020-02-19 23:40:33.752000+00:00,2020-02-19 23:40:36.564000+00:00,2020-02-19 23:40:43.877000+00:00,False,False,False,"There is no problem, The cup is not visible, The robot's path is blocked","Navigate to Couch, Navigate to Dining Table, Look at Kitchen Counter",5,2020-02-19 23:30:25.617000+00:00,False,kvvm4f6t9y,False,True,7,kc.kc.occluding.default.default.empty.dt,True,2020-02-19 23:34:47.196000+00:00,2020-02-19 23:41:15.118000+00:00,5,72302,5,F,1,2020-02-19 23:30:44.532000+00:00,False,True,True,False,True,0,6,1,2,3,1,3,0,4,1,3,0,4,0,3,1,,2020-02-19 23:42:09.837000+00:00,,[],[],6,1.0,True,True,True,True,False,False,True,DXAX,4,2,0.125,52.204303,17.256,7.313,27.381,0.6302180344034184,0.2670830137686717,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,kc,60
1132,1157,390,2020-02-19 23:40:42.167342+00:00,2020-02-19 23:43:03.969092+00:00,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,4,at_kc,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:40:45.464000+00:00,2020-02-19 23:40:47.400000+00:00,2020-02-19 23:42:12.527000+00:00,2020-02-19 23:42:45.410000+00:00,2020-02-19 23:43:03.055000+00:00,False,False,False,"The cup is not where it should be, The cup is not visible, The cup cannot be picked up","Navigate to Dining Table, Look at Dining Table, Update robot's location belief to: Couch",0,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,141.80175,85.127,17.645,135.655,0.6275257085990196,0.13007261066676495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,kc,159
1133,1156,390,2020-02-19 23:43:03.969092+00:00,2020-02-19 23:43:55.167021+00:00,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')",The robot is stuck and cannot move to a location,4,look_at_dt,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:43:05.574000+00:00,2020-02-19 23:43:07.504000+00:00,2020-02-19 23:43:33.631000+00:00,2020-02-19 23:43:37.104000+00:00,2020-02-19 23:43:54.144000+00:00,False,True,True,"There is a problem with the camera, The object fell out of the robot's hand, The robot has collided with an object","Update robot's location belief to: Couch, Navigate to Couch, Update robot's location belief to:  Kitchen Counter",1,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,51.197929,26.127,17.04,46.64,0.5601843910806175,0.3653516295025729,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,kc,159
1134,1155,390,2020-02-19 23:43:55.167021+00:00,2020-02-19 23:45:03.421949+00:00,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,4,go_to_kc,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:44:04.639000+00:00,2020-02-19 23:44:26.789000+00:00,2020-02-19 23:44:50.647000+00:00,2020-02-19 23:44:53.712000+00:00,2020-02-19 23:45:02.383000+00:00,False,False,False,"The cup is not where it should be, The cup is not visible, The cup cannot be picked up","Navigate to Dining Table, Update robot's location belief to:  Kitchen Counter, Update robot's location belief to: Couch",2,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,68.254928,23.858,8.671,35.594,0.670281508119346,0.24360847333820304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,kc,159
1135,1154,390,2020-02-19 23:45:03.421949+00:00,2020-02-19 23:45:47.851867+00:00,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,4,go_to_dt,"('dt', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:45:05.509000+00:00,2020-02-19 23:45:07.436000+00:00,2020-02-19 23:45:23.143000+00:00,2020-02-19 23:45:27.703000+00:00,2020-02-19 23:45:47.015000+00:00,False,False,False,"The cup is not where it should be, The cup is not visible, The cup cannot be picked up","Navigate to Dining Table, Navigate to Kitchen Counter, Navigate to Couch",3,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,44.429918,15.707,19.312,39.579,0.3968518658884762,0.48793552136233864,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,kc,159
1136,1153,390,2020-02-19 23:45:47.851867+00:00,2020-02-19 23:47:00.525623+00:00,"('dt', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,2,out_of_collision,"('dt', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:46:02.848000+00:00,2020-02-19 23:46:25.286000+00:00,2020-02-19 23:46:43.216000+00:00,2020-02-19 23:46:53.808000+00:00,2020-02-19 23:46:59.698000+00:00,False,False,False,"There is no problem, The object fell out of the robot's hand, The cup cannot be picked up","Pick up the Cup, Restart the camera, Update robot's location belief to:  Kitchen Counter",4,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,72.673756,17.93,5.89,34.412,0.5210391723817273,0.17116122282924562,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,True,True,True,True,True,True,False,dt,53
1137,1152,390,2020-02-19 23:47:00.525623+00:00,2020-02-19 23:47:24.747122+00:00,"('dt', 'dt', 'default', 'default', 'default', 'empty', 'dt')",The robot is stuck and cannot move to a location,2,go_to_c,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:47:02.848000+00:00,2020-02-19 23:47:04.979000+00:00,2020-02-19 23:47:14.528000+00:00,2020-02-19 23:47:19.465000+00:00,2020-02-19 23:47:23.841000+00:00,False,False,False,"There is no problem, There is a problem with the camera, The object fell out of the robot's hand","Pick up the Cup, Look at Dining Table, Update robot's location belief to: Couch",5,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,24.221499,9.549,4.376,18.862,0.5062559643728131,0.23200084826635567,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,True,False,True,True,True,True,True,True,False,dt,53
1138,1151,390,2020-02-19 23:47:24.747122+00:00,2020-02-19 23:48:11.907769+00:00,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,3,at_c,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:47:38.444000+00:00,2020-02-19 23:47:55.519000+00:00,2020-02-19 23:48:02.113000+00:00,2020-02-19 23:48:07.001000+00:00,2020-02-19 23:48:11.033000+00:00,False,False,False,"The cup is not visible, The cup cannot be picked up, There is no problem","Navigate to Dining Table, Restart the camera, Navigate to Kitchen Counter",6,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,47.160647,6.594,4.032,15.514,0.425035451849942,0.2598942890292639,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,c,23
1139,1150,390,2020-02-19 23:48:11.907769+00:00,2020-02-19 23:48:43.328447+00:00,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,3,look_at_kc,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:48:14.214000+00:00,2020-02-19 23:48:16.236000+00:00,2020-02-19 23:48:27.457000+00:00,2020-02-19 23:48:31.576000+00:00,2020-02-19 23:48:42.450000+00:00,False,False,False,"The cup is not visible, The cup cannot be picked up, The robot is stuck and cannot move to a location","Navigate to Dining Table, Look at Kitchen Counter, Update robot's location belief to:  Dining Table",7,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,31.420678,11.221,10.874,26.214,0.4280537117570764,0.41481651026169225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,c,23
1140,1149,390,2020-02-19 23:48:43.328447+00:00,2020-02-19 23:49:20.589794+00:00,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,3,go_to_c,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:48:49.252000+00:00,2020-02-19 23:49:05.833000+00:00,2020-02-19 23:49:10.128000+00:00,2020-02-19 23:49:14.040000+00:00,2020-02-19 23:49:19.808000+00:00,False,False,False,"The cup is not visible, The cup cannot be picked up, There is no problem","Navigate to Dining Table, Update robot's location belief to:  Kitchen Counter, Look at Couch",8,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,37.261347,4.295,5.768,13.975,0.3073345259391771,0.412737030411449,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,c,23
1141,1148,390,2020-02-19 23:49:20.589794+00:00,2020-02-19 23:49:43.837655+00:00,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,3,restart_video,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:49:22.389000+00:00,2020-02-19 23:49:24.427000+00:00,2020-02-19 23:49:30.320000+00:00,2020-02-19 23:49:34.757000+00:00,2020-02-19 23:49:43.065000+00:00,False,False,False,"The cup is not visible, The cup cannot be picked up, The robot's path is blocked","Navigate to Dining Table, Navigate to Couch, Look at Kitchen Counter",9,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,23.247861,5.893,8.308,18.638,0.3161819937761562,0.4457559824015452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,c,23
1142,1147,390,2020-02-19 23:49:43.837655+00:00,2020-02-19 23:50:04.514041+00:00,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,3,find_charger,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:49:45.195000+00:00,2020-02-19 23:49:47.224000+00:00,2020-02-19 23:49:53.090000+00:00,2020-02-19 23:49:56.267000+00:00,2020-02-19 23:50:03.603000+00:00,False,False,False,"The cup is not visible, The cup cannot be picked up, The cup is not where it should be","Navigate to Dining Table, Look at Couch, Update robot's location belief to:  Dining Table",10,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,20.676386,5.866,7.336,16.379,0.35814152268148236,0.4478905916112095,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,c,23
1143,1146,390,2020-02-19 23:50:04.514041+00:00,2020-02-19 23:50:23.744052+00:00,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,3,pick_bowl,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:50:05.684000+00:00,2020-02-19 23:50:07.712000+00:00,2020-02-19 23:50:14.293000+00:00,2020-02-19 23:50:17.224000+00:00,2020-02-19 23:50:22.425000+00:00,False,True,True,"The robot is lost, The robot's path is blocked, The battery is low","Look at Dining Table, Look at Kitchen Counter, Navigate to Couch",11,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,19.230011,6.581,5.201,14.713,0.4472915109087202,0.35349690749677154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,True,c,23
1144,1145,390,2020-02-19 23:50:23.744052+00:00,2020-02-19 23:51:19.900157+00:00,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,4,place,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:50:25.150000+00:00,2020-02-19 23:50:27.186000+00:00,2020-02-19 23:51:07.442000+00:00,2020-02-19 23:51:10.706000+00:00,2020-02-19 23:51:18.788000+00:00,False,False,False,"The cup is not visible, The cup cannot be picked up, The robot has collided with an object","Navigate to Dining Table, Look at Kitchen Counter, Update robot's location belief to: Couch",12,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,56.156105,40.256,8.082,51.602,0.7801248013642883,0.1566218363629317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,True,c,23
1145,1144,390,2020-02-19 23:51:19.900157+00:00,2020-02-19 23:51:43.023895+00:00,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,4,look_at_dt,"('c', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-19 23:51:21.947000+00:00,2020-02-19 23:51:23.977000+00:00,2020-02-19 23:51:33.962000+00:00,2020-02-19 23:51:37.209000+00:00,2020-02-19 23:51:41.803000+00:00,False,False,False,"The cup is not visible, The cup cannot be picked up, The cup is not where it should be","Navigate to Dining Table, Look at Couch, Navigate to Couch",13,2020-02-19 23:33:39.754000+00:00,False,nnqd7h99zb,False,True,7,kc.dt.default.default.default.empty.dt,False,2020-02-19 23:40:43.407000+00:00,2020-02-19 23:59:35.252000+00:00,5,37483,6,M,1,2020-02-19 23:34:12.595000+00:00,False,True,True,False,True,1,20,2,3,2,3,2,3,2,3,2,3,2,3,2,3,Lot of experiences and very useful study so very nice,2020-02-20 00:00:29.709000+00:00,,[],[],20,1.0,True,True,True,True,False,False,True,DXAX,3,17,1.0,23.123738,9.985,4.594,17.826,0.5601368787164815,0.25771345226074277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,c,23
