,id,last_login,is_superuser,username,is_staff,is_active,date_joined,date_modified,study_condition,start_condition,scenario_completed,date_started,date_finished,study_management_id,rng_state,age_group,gender,robot_experience,date_demographics_completed,supposed_to_grab_bowl,supposed_to_go_to_couch,will_view_in_first_person,supposed_to_select_only_one_error,actions_involve_invisible_arm_motion,number_incorrect_knowledge_reviews,number_state_requests,could_identify_problems,not_sure_how_to_help,information_was_enough,actions_were_not_enough,sus_like_to_use_frequently,sus_unnecessarily_complex,sus_easy_to_use,sus_technical,sus_well_integrated,sus_inconsistency,sus_most_people_can_learn,sus_awkward,sus_confident,sus_learn_a_lot,comments,date_survey_completed,ignore_data_reason,noise_level,has_noise,has_dx,has_ax,has_dxax,has_ax_only,has_dx_only,has_suggestions,suggestion_type,num_actions,num_refreshes,num_optimal,num_dx_optimal,num_ax_optimal,num_dx_corrupt,num_ax_corrupt,num_dx_followed,num_ax_followed,decision_duration_sum,dx_decision_duration_sum,ax_decision_duration_sum,decision_duration_mean,dx_decision_duration_mean,ax_decision_duration_mean,decision_duration_median,dx_decision_duration_median,ax_decision_duration_median,diagnosis_certainty_sum,diagnosis_certainty_mean,diagnosis_certainty_median,num_actions_diff,frac_actions_diff,frac_dx_optimal,frac_dx_followed,frac_ax_optimal,frac_ax_followed,combo1,combo3,combo2,combo4,combo5,combo6,combo7,sus
28,141,2020-02-13 23:20:49.061000+00:00,False,9xvq58t7xz,False,True,2020-04-08 22:22:18.861551+00:00,2020-04-08 22:22:18.868321+00:00,2,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:35:01.275000+00:00,2020-02-13 23:38:17.394000+00:00,3,10090,3,M,0,2020-02-13 23:20:57.070000+00:00,False,True,True,False,True,2,-1,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,2020-02-13 23:38:39.994000+00:00,,0.0,False,True,False,False,False,True,True,DX,6,0,4,6,4,0.0,,6.0,,115.031,115.031,115.031,19.171833333333336,19.171833333333336,19.171833333333336,20.7235,20.7235,20.7235,22,3.6666666666666665,4.0,2,0.125,1.0,1.0,0.6666666666666666,,2.0,6.0,4.0,4.0,4.0,4.0,8.0,70.0
29,149,2020-02-13 23:24:24.984000+00:00,False,ujgtcvkew5,False,True,2020-04-08 22:22:19.044292+00:00,2020-04-08 22:22:19.051707+00:00,1,kc.dt.occluding.above_mug.default.empty.dt,False,2020-02-13 23:28:28.145000+00:00,2020-02-13 23:41:27.367000+00:00,3,50115,3,M,3,2020-02-13 23:24:52.484000+00:00,False,True,True,False,True,2,-1,3.0,2.0,3.0,1.0,4.0,2.0,3.0,0.0,3.0,1.0,4.0,1.0,3.0,0.0,,2020-02-13 23:41:47.213000+00:00,,0.0,False,False,False,False,False,False,False,NONE,20,0,7,0,0,,,,,547.2579999999999,547.2579999999999,547.2579999999999,27.362899999999996,27.362899999999996,27.362899999999996,22.936500000000002,22.936500000000002,22.936500000000002,73,3.65,4.0,13,1.0,0.0,,0.0,,5.0,4.0,6.0,3.0,5.0,4.0,9.0,52.5
30,151,2020-02-13 23:25:44.255000+00:00,False,wyscsxg3rg,False,True,2020-04-08 22:22:19.086478+00:00,2020-04-08 22:22:19.093330+00:00,3,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:31:43.361000+00:00,2020-02-13 23:36:22.431000+00:00,3,11963,3,F,0,2020-02-13 23:26:54.862000+00:00,False,True,True,False,True,0,-1,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,2020-02-13 23:37:22.401000+00:00,,0.0,False,False,True,False,True,False,True,AX,4,0,4,4,4,,0.0,,4.0,196.01,196.01,196.01,49.0025,49.0025,49.0025,39.259,39.259,39.259,10,2.5,2.5,0,0.0,1.0,,1.0,1.0,4.0,6.0,6.0,4.0,4.0,6.0,10.0,70.0
31,153,2020-02-13 23:25:47.124000+00:00,False,w6wb8zpd3t,False,True,2020-04-08 22:22:19.119170+00:00,2020-04-08 22:22:19.126629+00:00,2,kc.kc.occluding.default.default.empty.dt,True,2020-02-13 23:30:51.437000+00:00,2020-02-13 23:40:09.814000+00:00,3,72287,5,M,0,2020-02-13 23:26:37.864000+00:00,False,True,True,False,True,0,-1,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,"Only ""issue"" I had with the layout was that I couldn't tell if the camera needed to be rebooted or not. Trying to figure that part out slowed my learning progression down. If there was an indicator of ""power"" levels or something alerting me to the image needing to be restarted/rebooted the process would have gone faster. Otherwise, I think it was well thought out and well done overall.",2020-02-13 23:42:43.458000+00:00,,0.0,False,True,False,False,False,True,True,DX,11,0,4,9,4,0.0,,9.0,,382.751,382.751,382.751,34.795545454545454,34.795545454545454,34.795545454545454,27.248,27.248,27.248,37,3.3636363636363638,4.0,7,0.4375,0.8181818181818182,0.8181818181818182,0.36363636363636365,,2.0,3.0,2.0,3.0,2.0,3.0,5.0,67.5
32,154,2020-02-13 23:25:59.218000+00:00,False,cj9rt3a6bv,False,True,2020-04-08 22:22:19.135966+00:00,2020-04-08 22:22:19.143382+00:00,2,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:32:05.931000+00:00,2020-02-13 23:36:52.652000+00:00,3,10090,4,F,0,2020-02-13 23:26:14.831000+00:00,False,True,True,False,True,1,-1,3.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,,2020-02-13 23:37:27.368000+00:00,,0.0,False,True,False,False,False,True,True,DX,6,0,3,6,4,0.0,,6.0,,200.05300000000003,200.05300000000003,200.05300000000003,33.34216666666667,33.34216666666667,33.34216666666667,33.444500000000005,33.444500000000005,33.444500000000005,29,4.833333333333333,5.0,3,0.17647058823529413,1.0,1.0,0.6666666666666666,,6.0,5.0,5.0,6.0,5.0,6.0,11.0,60.0
33,155,2020-02-13 23:25:59.821000+00:00,False,d2vu6etaf3,False,True,2020-04-08 22:22:19.152477+00:00,2020-04-08 22:22:19.160030+00:00,2,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:28:08.443000+00:00,2020-02-13 23:36:15.114000+00:00,3,28697,5,M,1,2020-02-13 23:26:15.393000+00:00,False,True,True,False,True,0,-1,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,Was fun and easy,2020-02-13 23:38:00.763000+00:00,,0.0,False,True,False,False,False,True,True,DX,11,0,7,8,8,0.0,,9.0,,253.995,253.995,253.995,23.090454545454545,23.090454545454545,23.090454545454545,20.841,20.841,20.841,45,4.090909090909091,5.0,4,0.3076923076923077,0.7272727272727273,0.8181818181818182,0.7272727272727273,,7.0,8.0,7.0,8.0,8.0,7.0,15.0,95.0
34,157,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,2020-04-08 22:22:19.186122+00:00,2020-04-08 22:22:19.193354+00:00,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,none,2020-02-13 23:40:33.278000+00:00,,0.0,False,False,False,False,False,False,False,NONE,14,0,7,9,8,,,,,265.933,265.933,265.933,18.995214285714287,18.995214285714287,18.995214285714287,18.192,18.192,18.192,60,4.285714285714286,4.5,7,0.5384615384615384,0.6428571428571429,,0.5714285714285714,,3.0,3.0,4.0,2.0,3.0,3.0,6.0,55.0
35,159,2020-02-13 23:29:17.104000+00:00,False,r7qx8qqey3,False,True,2020-04-08 22:22:19.219386+00:00,2020-04-08 22:22:19.226821+00:00,4,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:32:09.950000+00:00,2020-02-13 23:35:10.551000+00:00,3,79803,5,M,4,2020-02-13 23:29:31.767000+00:00,False,True,True,False,True,0,-1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,"Very intuitive and easy to comprehend. It's a set of If, where, else commands. I'm a C# programmer so it all seemed pretty normal to me.",2020-02-13 23:36:09.071000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,5,0,3,5,3,0.0,0.0,5.0,5.0,94.515,94.515,94.515,18.903,18.903,18.903,15.492,15.492,15.492,24,4.8,5.0,2,0.11764705882352941,1.0,1.0,0.6,1.0,8.0,8.0,8.0,8.0,8.0,8.0,16.0,92.5
36,162,2020-02-13 23:29:38.891000+00:00,False,ncwnbz8a9s,False,True,2020-04-08 22:22:19.269507+00:00,2020-04-08 22:22:19.276737+00:00,1,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:34:00.991000+00:00,2020-02-13 23:39:01.038000+00:00,3,64143,2,M,0,2020-02-13 23:30:19.424000+00:00,False,True,True,False,True,0,-1,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,2020-02-13 23:39:39.284000+00:00,,0.0,False,False,False,False,False,False,False,NONE,6,0,4,4,4,,,,,191.47700000000003,191.47700000000003,191.47700000000003,31.91283333333334,31.91283333333334,31.91283333333334,28.267,28.267,28.267,23,3.8333333333333335,4.5,2,0.125,0.6666666666666666,,0.6666666666666666,,6.0,6.0,6.0,6.0,6.0,6.0,12.0,72.5
37,165,2020-02-13 23:32:54.089000+00:00,False,tbegz2tczm,False,True,2020-04-08 22:22:19.319426+00:00,2020-04-08 22:22:19.326951+00:00,3,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:38:09.630000+00:00,2020-02-13 23:49:21.739000+00:00,3,37135,2,F,0,2020-02-13 23:33:29.603000+00:00,False,True,True,False,True,0,-1,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-13 23:49:55.253000+00:00,,0.0,False,False,True,False,True,False,True,AX,9,0,4,4,4,,0.0,,4.0,572.271,572.271,572.271,63.58566666666666,63.58566666666666,63.58566666666666,28.076,28.076,28.076,40,4.444444444444445,4.0,5,0.3125,0.4444444444444444,,0.4444444444444444,0.4444444444444444,1.0,3.0,2.0,2.0,1.0,3.0,4.0,7.5
38,168,2020-02-13 23:34:24.752000+00:00,False,ek8xsurg5u,False,True,2020-04-08 22:22:19.369476+00:00,2020-04-08 22:22:19.376954+00:00,4,kc.dt.occluding.above_mug.default.empty.dt,False,2020-02-13 23:37:57.665000+00:00,2020-02-13 23:51:14.028000+00:00,3,26317,8,M,0,2020-02-13 23:34:53.506000+00:00,False,True,True,False,True,0,-1,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,I would need to practice before I could do well with the system.,2020-02-13 23:52:24.698000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,20,0,7,10,2,0.0,0.0,11.0,3.0,644.13,644.13,644.13,32.2065,32.2065,32.2065,20.6735,20.6735,20.6735,65,3.25,3.0,13,1.0,0.5,0.55,0.1,0.15,2.0,4.0,3.0,3.0,3.0,3.0,6.0,35.0
39,169,2020-02-13 23:34:28.363000+00:00,False,tymq4c5wx9,False,True,2020-04-08 22:22:19.386202+00:00,2020-04-08 22:22:19.393624+00:00,4,kc.kc.occluding.default.default.empty.dt,True,2020-02-13 23:37:34.377000+00:00,2020-02-13 23:46:09.527000+00:00,3,48836,4,M,1,2020-02-13 23:35:39.743000+00:00,False,True,True,False,True,0,-1,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,I found it pretty easy to learn once I got the hang of it,2020-02-13 23:46:46.043000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,11,0,4,7,5,0.0,0.0,9.0,5.0,339.648,339.648,339.648,30.87709090909091,30.87709090909091,30.87709090909091,25.558,25.558,25.558,47,4.2727272727272725,4.0,7,0.4375,0.6363636363636364,0.8181818181818182,0.45454545454545453,0.45454545454545453,2.0,6.0,4.0,4.0,4.0,4.0,8.0,75.0
40,171,2020-02-13 23:34:47.971000+00:00,False,v6bvm7bseg,False,True,2020-04-08 22:22:19.419897+00:00,2020-04-08 22:22:19.427017+00:00,4,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:39:11.447000+00:00,2020-02-13 23:42:34.462000+00:00,3,61018,6,F,0,2020-02-13 23:35:27.721000+00:00,False,True,True,False,True,0,-1,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,"That was fun, thanks!",2020-02-13 23:43:16.795000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,3,0,3,3,3,0.0,0.0,3.0,3.0,128.476,128.476,128.476,42.82533333333333,42.82533333333333,42.82533333333333,39.356,39.356,39.356,14,4.666666666666667,5.0,0,0.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,16.0,95.0
41,175,2020-02-13 23:38:32.754000+00:00,False,rf8bdwzymx,False,True,2020-04-08 22:22:19.486012+00:00,2020-04-08 22:22:19.493751+00:00,2,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:42:37.802000+00:00,2020-02-13 23:48:58.564000+00:00,3,53110,7,F,0,2020-02-13 23:38:59.551000+00:00,False,True,True,False,True,0,-1,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,2020-02-13 23:50:06.249000+00:00,,0.0,False,True,False,False,False,True,True,DX,8,0,4,8,4,0.0,,8.0,,270.403,270.403,270.403,33.800375,33.800375,33.800375,29.3025,29.3025,29.3025,32,4.0,4.0,4,0.25,1.0,1.0,0.5,,6.0,8.0,7.0,7.0,7.0,7.0,14.0,87.5
42,177,2020-02-13 23:41:44.355000+00:00,False,ff799mkcbz,False,True,2020-04-08 22:22:19.520165+00:00,2020-04-08 22:22:19.527143+00:00,1,kc.kc.occluding.default.default.empty.dt,False,2020-02-13 23:46:40.824000+00:00,2020-02-13 23:59:49.891000+00:00,3,50115,6,M,0,2020-02-13 23:42:34.237000+00:00,False,True,True,False,True,0,-1,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,"I feel that you need more ""look"" type actions. For me in the beginning the cup was behind the pitcher, it took me a few rounds to realize that because I could not control looking around enough. Also should be warning lights/ notifications as far as battery status, camera ect.",2020-02-14 00:03:19.351000+00:00,,0.0,False,False,False,False,False,False,False,NONE,20,0,4,11,5,,,,,526.4580000000001,526.4580000000001,526.4580000000001,26.322900000000004,26.322900000000004,26.322900000000004,23.3245,23.3245,23.3245,88,4.4,5.0,16,1.0,0.55,,0.25,,3.0,2.0,2.0,3.0,3.0,2.0,5.0,35.0
43,179,2020-02-13 23:41:49.680000+00:00,False,dr259snyte,False,True,2020-04-08 22:22:19.553850+00:00,2020-04-08 22:22:19.560605+00:00,3,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:44:14.074000+00:00,2020-02-13 23:51:14.339000+00:00,3,54895,4,M,0,2020-02-13 23:42:07.741000+00:00,False,True,True,False,True,1,-1,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,,2020-02-13 23:51:52.016000+00:00,,0.0,False,False,True,False,True,False,True,AX,10,0,7,5,7,,0.0,,7.0,203.677,203.677,203.677,20.3677,20.3677,20.3677,18.933999999999997,18.933999999999997,18.933999999999997,43,4.3,4.5,3,0.23076923076923078,0.5,,0.7,0.7,5.0,7.0,7.0,5.0,6.0,6.0,12.0,85.0
44,183,2020-02-13 23:47:38.856000+00:00,False,s3cfjs8eje,False,True,2020-04-08 22:22:19.620524+00:00,2020-04-08 22:22:19.627253+00:00,1,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:52:07.029000+00:00,2020-02-13 23:56:42.734000+00:00,3,7990,6,M,0,2020-02-13 23:48:19.344000+00:00,False,True,True,False,True,0,-1,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2020-02-13 23:57:28.235000+00:00,,0.0,False,False,False,False,False,False,False,NONE,5,0,3,5,3,,,,,187.885,187.885,187.885,37.577,37.577,37.577,20.163,20.163,20.163,25,5.0,5.0,2,0.11764705882352941,1.0,,0.6,,6.0,7.0,6.0,7.0,6.0,7.0,13.0,75.0
45,185,2020-02-13 23:50:13.656000+00:00,False,r6yvx7kkas,False,True,2020-04-08 22:22:19.653560+00:00,2020-04-08 22:22:19.660537+00:00,3,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:54:42.666000+00:00,2020-02-14 00:10:55.947000+00:00,3,78642,5,M,0,2020-02-13 23:50:43.639000+00:00,False,True,True,False,True,0,-1,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,"It took me a while to figure out what was going on with the system, and I think I might be a little dumb because I kept thinking the table was the couch, but the system makes sense and I think if I were to do it again now I could do everything very quickly. In conclusion, I think the system's good and I was just dumb haha.",2020-02-14 00:12:37.410000+00:00,,0.0,False,False,True,False,True,False,True,AX,13,0,4,3,2,,0.0,,4.0,780.4660000000001,780.4660000000001,780.4660000000001,60.035846153846165,60.035846153846165,60.035846153846165,35.633,35.633,35.633,54,4.153846153846154,4.0,9,0.5625,0.23076923076923078,,0.15384615384615385,0.3076923076923077,2.0,8.0,5.0,5.0,5.0,5.0,10.0,77.5
46,186,2020-02-13 23:50:48.875000+00:00,False,yuyu87m43p,False,True,2020-04-08 22:22:19.670592+00:00,2020-04-08 22:22:19.677369+00:00,3,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:55:48.246000+00:00,2020-02-13 23:58:02.834000+00:00,3,74606,5,M,0,2020-02-13 23:51:27.334000+00:00,False,True,True,False,True,3,-1,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,"I have none, thank you",2020-02-13 23:58:43.365000+00:00,,0.0,False,False,True,False,True,False,True,AX,3,0,3,3,3,,0.0,,3.0,72.356,72.356,72.356,24.118666666666666,24.118666666666666,24.118666666666666,23.858,23.858,23.858,14,4.666666666666667,5.0,0,0.0,1.0,,1.0,1.0,6.0,8.0,7.0,7.0,7.0,7.0,14.0,90.0
47,187,2020-02-13 23:51:56.959000+00:00,False,n6pvfxvjw5,False,True,2020-04-08 22:22:19.687581+00:00,2020-04-08 22:22:19.694006+00:00,3,kc.kc.occluding.default.default.empty.dt,True,2020-02-13 23:56:18.624000+00:00,2020-02-14 00:00:54.684000+00:00,3,96034,4,M,0,2020-02-13 23:52:09.358000+00:00,False,True,True,False,True,3,-1,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,,2020-02-14 00:01:17.542000+00:00,,0.0,False,False,True,False,True,False,True,AX,7,0,4,4,4,,0.0,,5.0,126.02699999999999,126.02699999999999,126.02699999999999,18.00385714285714,18.00385714285714,18.00385714285714,13.636,13.636,13.636,24,3.4285714285714284,3.0,3,0.1875,0.5714285714285714,,0.5714285714285714,0.7142857142857143,2.0,3.0,3.0,2.0,3.0,2.0,5.0,82.5
48,190,2020-02-13 23:53:49.800000+00:00,False,rack75kyp5,False,True,2020-04-08 22:22:19.736548+00:00,2020-04-08 22:22:19.743819+00:00,2,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-14 00:03:56.132000+00:00,2020-02-14 00:13:22.827000+00:00,3,38297,6,M,0,2020-02-13 23:57:45.460000+00:00,False,True,True,False,True,0,-1,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Thank you.  The only thing I was a little confused about is whether I had to take the cup back to the kitchen and set it down and pick it up again and bring to the couch to follow the goal literally.,2020-02-14 00:15:14.859000+00:00,,0.0,False,True,False,False,False,True,True,DX,9,0,7,7,7,0.0,,7.0,,314.39500000000004,314.39500000000004,314.39500000000004,34.93277777777778,34.93277777777778,34.93277777777778,27.047,27.047,27.047,31,3.4444444444444446,4.0,2,0.15384615384615385,0.7777777777777778,0.7777777777777778,0.7777777777777778,,6.0,7.0,6.0,7.0,6.0,7.0,13.0,75.0
49,192,2020-02-13 23:54:43.554000+00:00,False,d9s67wca5j,False,True,2020-04-08 22:22:19.770150+00:00,2020-04-08 22:22:19.777285+00:00,3,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:59:14.458000+00:00,2020-02-14 00:05:11.881000+00:00,3,96034,8,F,1,2020-02-13 23:55:19.810000+00:00,False,True,True,False,True,0,-1,1.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,0.0,4.0,"That was awesome! Really, pretty cool.",2020-02-14 00:06:12.619000+00:00,,0.0,False,False,True,False,True,False,True,AX,7,0,7,5,7,,0.0,,7.0,154.496,154.496,154.496,22.070857142857143,22.070857142857143,22.070857142857143,17.525,17.525,17.525,25,3.5714285714285716,4.0,0,0.0,0.7142857142857143,,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,6.0,72.5
50,193,2020-02-13 23:55:01.036000+00:00,False,nv779q2v2t,False,True,2020-04-08 22:22:19.787145+00:00,2020-04-08 22:22:19.794037+00:00,2,dt.kc.default.default.default.empty.kc,True,2020-02-14 00:01:39.811000+00:00,2020-02-14 00:07:37.917000+00:00,3,7128,2,F,0,2020-02-13 23:55:39.745000+00:00,False,True,True,False,True,0,-1,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,,2020-02-14 00:08:49.429000+00:00,,0.0,False,True,False,False,False,True,True,DX,12,0,4,8,2,0.0,,9.0,,180.186,180.186,180.186,15.015500000000001,15.015500000000001,15.015500000000001,12.078,12.078,12.078,50,4.166666666666667,4.5,8,0.5,0.6666666666666666,0.75,0.16666666666666666,,2.0,7.0,4.0,5.0,4.0,5.0,9.0,85.0
51,194,2020-02-13 23:55:10.607000+00:00,False,u474ma6swz,False,True,2020-04-08 22:22:19.803998+00:00,2020-04-08 22:22:19.810657+00:00,3,kc.kc.occluding.default.default.empty.dt,True,2020-02-13 23:58:46.268000+00:00,2020-02-14 00:02:17.122000+00:00,3,11963,5,M,0,2020-02-13 23:55:22.550000+00:00,False,True,True,False,True,0,-1,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,2020-02-14 00:03:22.493000+00:00,,0.0,False,False,True,False,True,False,True,AX,4,0,4,4,4,,0.0,,4.0,82.992,82.992,82.992,20.748,20.748,20.748,20.1295,20.1295,20.1295,16,4.0,4.0,0,0.0,1.0,,1.0,1.0,7.0,7.0,6.0,8.0,7.0,7.0,14.0,95.0
52,195,2020-02-13 23:55:19.681000+00:00,False,sbrt2ysch9,False,True,2020-04-08 22:22:19.820860+00:00,2020-04-08 22:22:19.827363+00:00,3,kc.dt.default.default.default.empty.dt,True,2020-02-14 00:05:20.522000+00:00,2020-02-14 00:08:41.975000+00:00,3,7990,3,M,0,2020-02-13 23:56:06.445000+00:00,False,True,True,False,True,3,-1,3.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,2020-02-14 00:09:30.066000+00:00,,0.0,False,False,True,False,True,False,True,AX,5,0,3,5,4,,0.0,,4.0,129.408,129.408,129.408,25.8816,25.8816,25.8816,18.626,18.626,18.626,25,5.0,5.0,2,0.11764705882352941,1.0,,0.8,0.8,6.0,8.0,7.0,7.0,7.0,7.0,14.0,72.5
53,201,2020-02-14 00:05:44.425000+00:00,False,fc95yygh29,False,True,2020-04-08 22:22:19.919833+00:00,2020-04-08 22:22:19.927390+00:00,3,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-14 00:08:17.011000+00:00,2020-02-14 00:17:54.220000+00:00,3,344,2,M,0,2020-02-14 00:06:00.460000+00:00,False,True,True,False,True,0,-1,2.0,0.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,,2020-02-14 00:18:54.682000+00:00,,0.0,False,False,True,False,True,False,True,AX,14,0,7,12,9,,0.0,,9.0,261.447,261.447,261.447,18.674785714285715,18.674785714285715,18.674785714285715,13.626999999999999,13.626999999999999,13.626999999999999,63,4.5,5.0,7,0.5384615384615384,0.8571428571428571,,0.6428571428571429,0.6428571428571429,2.0,6.0,5.0,3.0,3.0,5.0,8.0,60.0
54,203,2020-02-14 00:06:59.677000+00:00,False,ntmd32ekvx,False,True,2020-04-08 22:22:19.962186+00:00,2020-04-08 22:22:19.969128+00:00,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-14 00:10:07.575000+00:00,2020-02-14 00:20:08.707000+00:00,3,54895,4,M,1,2020-02-14 00:07:29.515000+00:00,False,True,True,False,True,0,-1,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,i overall found this pretty easy but less technically inclined people might find it a little difficult but its hard to say with out information from them though overall it was definitely very simplified,2020-02-14 00:22:32.138000+00:00,,0.0,False,False,False,False,False,False,False,NONE,10,0,7,8,7,,,,,367.525,367.525,367.525,36.7525,36.7525,36.7525,24.9845,24.9845,24.9845,46,4.6,5.0,3,0.23076923076923078,0.8,,0.7,,7.0,7.0,6.0,8.0,7.0,7.0,14.0,90.0
55,204,2020-02-14 00:07:09.260000+00:00,False,utff27duqe,False,True,2020-04-08 22:22:19.978924+00:00,2020-04-08 22:22:19.994199+00:00,1,kc.kc.occluding.default.default.empty.dt,True,2020-02-14 00:16:02.119000+00:00,2020-02-14 00:30:15.085000+00:00,3,70602,7,F,0,2020-02-14 00:07:30.256000+00:00,False,True,True,False,True,1,-1,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,that was fun thank you,2020-02-14 00:31:15.991000+00:00,,0.0,False,False,False,False,False,False,False,NONE,16,0,4,9,5,,,,,605.962,605.962,605.962,37.872625,37.872625,37.872625,33.58,33.58,33.58,55,3.4375,3.0,12,0.75,0.5625,,0.3125,,2.0,5.0,3.0,4.0,3.0,4.0,7.0,70.0
56,205,2020-02-14 00:07:53.328000+00:00,False,83vgnh6zcp,False,True,2020-04-08 22:22:20.003998+00:00,2020-04-08 22:22:20.010883+00:00,1,dt.kc.default.default.default.empty.kc,True,2020-02-14 00:14:35.440000+00:00,2020-02-14 00:24:25.139000+00:00,3,78642,5,F,0,2020-02-14 00:08:54.744000+00:00,False,True,True,False,True,1,-1,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,,2020-02-14 00:25:02.214000+00:00,,0.0,False,False,False,False,False,False,False,NONE,13,0,4,11,5,,,,,449.222,449.222,449.222,34.55553846153846,34.55553846153846,34.55553846153846,27.364,27.364,27.364,38,2.923076923076923,3.0,9,0.5625,0.8461538461538461,,0.38461538461538464,,2.0,5.0,3.0,4.0,3.0,4.0,7.0,42.5
